"RelativePath","ArtifactClass","SourcePath","DestinationPath","SizeBytes","SourceSHA256","PackageSHA256","HashPreserved","PackagingStatus","PackagedAt"
"continuous-governance\future-research-intake\RESEARCH_EVALUATION_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\continuous-governance\future-research-intake\RESEARCH_EVALUATION_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\continuous-governance\future-research-intake\RESEARCH_EVALUATION_RECORD.md","760","0A2658653D82FD26DEAC8A0E3A31F376C641DD768C078D707044FE60D3826B1F","0A2658653D82FD26DEAC8A0E3A31F376C641DD768C078D707044FE60D3826B1F","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.3971802-05:00"
"continuous-governance\future-research-intake\RESEARCH_INTAKE_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\continuous-governance\future-research-intake\RESEARCH_INTAKE_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\continuous-governance\future-research-intake\RESEARCH_INTAKE_MODEL.md","829","C734D2AC00DB6486B2936D706EB6AC7C448A6772EACD20052CF41816A8900A71","C734D2AC00DB6486B2936D706EB6AC7C448A6772EACD20052CF41816A8900A71","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.3971802-05:00"
"continuous-governance\governance-monitoring-framework\CONTINUITY_MONITORING_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\continuous-governance\governance-monitoring-framework\CONTINUITY_MONITORING_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\continuous-governance\governance-monitoring-framework\CONTINUITY_MONITORING_RECORD.md","788","50F345439B70D0C2CB9D9698D420C51E0BD4CB590EB48F4F552D955E9F46F50D","50F345439B70D0C2CB9D9698D420C51E0BD4CB590EB48F4F552D955E9F46F50D","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.3971802-05:00"
"continuous-governance\governance-monitoring-framework\GOVERNANCE_MONITORING_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\continuous-governance\governance-monitoring-framework\GOVERNANCE_MONITORING_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\continuous-governance\governance-monitoring-framework\GOVERNANCE_MONITORING_MODEL.md","880","962B3E5508693885A6718BFAF28A8C00111F868895C6302642B2EA48C2902781","962B3E5508693885A6718BFAF28A8C00111F868895C6302642B2EA48C2902781","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.4162904-05:00"
"continuous-governance\governance-monitoring-framework\GOVERNANCE_STATE_REGISTER.md","DOCUMENTATION","C:\Users\18177\morning-star\continuous-governance\governance-monitoring-framework\GOVERNANCE_STATE_REGISTER.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\continuous-governance\governance-monitoring-framework\GOVERNANCE_STATE_REGISTER.md","739","AEB046B4ACFA2438F8339478322311FAD670229BE780A89EA6FD02F2B8010AF2","AEB046B4ACFA2438F8339478322311FAD670229BE780A89EA6FD02F2B8010AF2","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.4162904-05:00"
"continuous-governance\validation-renewal-pipeline\EVIDENCE_REFRESH_PIPELINE.md","DOCUMENTATION","C:\Users\18177\morning-star\continuous-governance\validation-renewal-pipeline\EVIDENCE_REFRESH_PIPELINE.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\continuous-governance\validation-renewal-pipeline\EVIDENCE_REFRESH_PIPELINE.md","768","BF376D4ED7E97A9D97F158FD28AC3FC5FF025FF6AC9496A9037EFDEB685EFB8C","BF376D4ED7E97A9D97F158FD28AC3FC5FF025FF6AC9496A9037EFDEB685EFB8C","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.4288251-05:00"
"continuous-governance\validation-renewal-pipeline\REVALIDATION_SCHEDULE_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\continuous-governance\validation-renewal-pipeline\REVALIDATION_SCHEDULE_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\continuous-governance\validation-renewal-pipeline\REVALIDATION_SCHEDULE_RECORD.md","763","194FDC5BA15569F15619BB125DA01729F10242276B6E0E42BBE6BDC344B93772","194FDC5BA15569F15619BB125DA01729F10242276B6E0E42BBE6BDC344B93772","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.4400312-05:00"
"continuous-governance\validation-renewal-pipeline\VALIDATION_RENEWAL_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\continuous-governance\validation-renewal-pipeline\VALIDATION_RENEWAL_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\continuous-governance\validation-renewal-pipeline\VALIDATION_RENEWAL_MODEL.md","834","9E98B4AE08BCB8F0068B3E15DDD8299D41D0F95489CC38697A63E6A110288EDA","9E98B4AE08BCB8F0068B3E15DDD8299D41D0F95489CC38697A63E6A110288EDA","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.4468134-05:00"
"cosmological-architecture-integration\cross-domain-architecture-mapping\CROSS_DOMAIN_ARCHITECTURE_MAPPING.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\cross-domain-architecture-mapping\CROSS_DOMAIN_ARCHITECTURE_MAPPING.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\cross-domain-architecture-mapping\CROSS_DOMAIN_ARCHITECTURE_MAPPING.md","1293","3C3DF586DA26B26364B9F8B2316EA72C4B18EA542CEA1536682572886336DB7B","3C3DF586DA26B26364B9F8B2316EA72C4B18EA542CEA1536682572886336DB7B","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.4488192-05:00"
"cosmological-architecture-integration\cross-domain-architecture-mapping\DOMAIN_MAPPING_EVOLUTION_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\cross-domain-architecture-mapping\DOMAIN_MAPPING_EVOLUTION_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\cross-domain-architecture-mapping\DOMAIN_MAPPING_EVOLUTION_RECORD.md","971","F5D296DCB7934ED3429C50D9FF2AD260481CAC39AC61C66509FEB83431DC8C69","F5D296DCB7934ED3429C50D9FF2AD260481CAC39AC61C66509FEB83431DC8C69","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.4606414-05:00"
"cosmological-architecture-integration\cross-domain-architecture-mapping\DOMAIN_MAPPING_STATE_REGISTER.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\cross-domain-architecture-mapping\DOMAIN_MAPPING_STATE_REGISTER.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\cross-domain-architecture-mapping\DOMAIN_MAPPING_STATE_REGISTER.md","918","DB0FAAA698873F017D8C61A76B99F25910257106C93D06F242C355B741D312CE","DB0FAAA698873F017D8C61A76B99F25910257106C93D06F242C355B741D312CE","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.4626480-05:00"
"cosmological-architecture-integration\final-consolidation\COMPLETE_COSMOLOGICAL_ARCHITECTURE_STATE.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\final-consolidation\COMPLETE_COSMOLOGICAL_ARCHITECTURE_STATE.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\final-consolidation\COMPLETE_COSMOLOGICAL_ARCHITECTURE_STATE.md","952","48658159EB4E53B75B968BD1BDF7F7EB726EAD1DF581BBC9868DFCBE42582547","48658159EB4E53B75B968BD1BDF7F7EB726EAD1DF581BBC9868DFCBE42582547","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.4626480-05:00"
"cosmological-architecture-integration\final-consolidation\COSMOLOGICAL_ARCHITECTURE_COMPLETION_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\final-consolidation\COSMOLOGICAL_ARCHITECTURE_COMPLETION_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\final-consolidation\COSMOLOGICAL_ARCHITECTURE_COMPLETION_RECORD.md","1128","A049BDD9207FE56C2CB8823BA9192033915927F1DEC9626A35DCBA17E9886113","A049BDD9207FE56C2CB8823BA9192033915927F1DEC9626A35DCBA17E9886113","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.4828375-05:00"
"cosmological-architecture-integration\final-consolidation\COSMOLOGICAL_ARCHITECTURE_VALIDATION_REPORT.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\final-consolidation\COSMOLOGICAL_ARCHITECTURE_VALIDATION_REPORT.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\final-consolidation\COSMOLOGICAL_ARCHITECTURE_VALIDATION_REPORT.md","990","5475095876729E81F17844AA045147353D7984B6DA3A809CC2552AE7D1F2C60F","5475095876729E81F17844AA045147353D7984B6DA3A809CC2552AE7D1F2C60F","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.4899545-05:00"
"cosmological-architecture-integration\foundational-principle-convergence\FOUNDATIONAL_PRINCIPLE_CONVERGENCE.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\foundational-principle-convergence\FOUNDATIONAL_PRINCIPLE_CONVERGENCE.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\foundational-principle-convergence\FOUNDATIONAL_PRINCIPLE_CONVERGENCE.md","1161","6CACE8D51482FC7FDDB9AE1CE30BB21BE86D3C7C578264D1465F28041E35E9E9","6CACE8D51482FC7FDDB9AE1CE30BB21BE86D3C7C578264D1465F28041E35E9E9","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.4959543-05:00"
"cosmological-architecture-integration\foundational-principle-convergence\PRINCIPLE_EVOLUTION_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\foundational-principle-convergence\PRINCIPLE_EVOLUTION_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\foundational-principle-convergence\PRINCIPLE_EVOLUTION_RECORD.md","954","54A5194B71522F2A02D8E884187D1856558F2E20998A3270F5AAC79BCB60A23C","54A5194B71522F2A02D8E884187D1856558F2E20998A3270F5AAC79BCB60A23C","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.4999529-05:00"
"cosmological-architecture-integration\foundational-principle-convergence\PRINCIPLE_STATE_REGISTER.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\foundational-principle-convergence\PRINCIPLE_STATE_REGISTER.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\foundational-principle-convergence\PRINCIPLE_STATE_REGISTER.md","955","8E126EE35BF056067144A88B3C7BA78D175EE4BC1ACC3AEFB24BCF642427890C","8E126EE35BF056067144A88B3C7BA78D175EE4BC1ACC3AEFB24BCF642427890C","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5055140-05:00"
"cosmological-architecture-integration\integrated-reality-architecture-model\INTEGRATED_REALITY_ARCHITECTURE_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\integrated-reality-architecture-model\INTEGRATED_REALITY_ARCHITECTURE_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\integrated-reality-architecture-model\INTEGRATED_REALITY_ARCHITECTURE_MODEL.md","1318","0461BA95AF3601CD38E822F70AEB9C137DA13EB8F1B01EA61FD33CE6D73AE07D","0461BA95AF3601CD38E822F70AEB9C137DA13EB8F1B01EA61FD33CE6D73AE07D","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5095213-05:00"
"cosmological-architecture-integration\integrated-reality-architecture-model\REALITY_MODEL_EVOLUTION_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\integrated-reality-architecture-model\REALITY_MODEL_EVOLUTION_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\integrated-reality-architecture-model\REALITY_MODEL_EVOLUTION_RECORD.md","1017","6A0DCBD024FACD55A979ED6A966DB7223874FD33320AF0AD209CF2B9E96FC94A","6A0DCBD024FACD55A979ED6A966DB7223874FD33320AF0AD209CF2B9E96FC94A","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5180751-05:00"
"cosmological-architecture-integration\integrated-reality-architecture-model\REALITY_MODEL_STATE_REGISTER.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\integrated-reality-architecture-model\REALITY_MODEL_STATE_REGISTER.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\integrated-reality-architecture-model\REALITY_MODEL_STATE_REGISTER.md","946","EC88FCEC12A6B0242926C3B66973A8D3B0D4F17C8E8965A46F488E586BB8793D","EC88FCEC12A6B0242926C3B66973A8D3B0D4F17C8E8965A46F488E586BB8793D","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5240875-05:00"
"cosmological-architecture-integration\universal-pattern-recognition-framework\PATTERN_EVOLUTION_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\universal-pattern-recognition-framework\PATTERN_EVOLUTION_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\universal-pattern-recognition-framework\PATTERN_EVOLUTION_RECORD.md","983","54910211342A354485B799FAFD373D007D3B3BBFECA42C66B6D14C1C3E99E3C1","54910211342A354485B799FAFD373D007D3B3BBFECA42C66B6D14C1C3E99E3C1","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5260912-05:00"
"cosmological-architecture-integration\universal-pattern-recognition-framework\PATTERN_STATE_REGISTER.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\universal-pattern-recognition-framework\PATTERN_STATE_REGISTER.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\universal-pattern-recognition-framework\PATTERN_STATE_REGISTER.md","907","024E8A8DF5ADC9283706EBBCD8639897B28B35C8805F5AD58A91E3B0E76948F0","024E8A8DF5ADC9283706EBBCD8639897B28B35C8805F5AD58A91E3B0E76948F0","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5337565-05:00"
"cosmological-architecture-integration\universal-pattern-recognition-framework\UNIVERSAL_PATTERN_RECOGNITION_FRAMEWORK.md","DOCUMENTATION","C:\Users\18177\morning-star\cosmological-architecture-integration\universal-pattern-recognition-framework\UNIVERSAL_PATTERN_RECOGNITION_FRAMEWORK.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\cosmological-architecture-integration\universal-pattern-recognition-framework\UNIVERSAL_PATTERN_RECOGNITION_FRAMEWORK.md","1178","31FDAF2DABB8F3F6DC69DE0E446464BEC7FB37FAE4280CB9537FC925F0BFD632","31FDAF2DABB8F3F6DC69DE0E446464BEC7FB37FAE4280CB9537FC925F0BFD632","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5423011-05:00"
"deployment-activation\deployment-records\DEPLOYMENT_HISTORY_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\deployment-records\DEPLOYMENT_HISTORY_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\deployment-records\DEPLOYMENT_HISTORY_RECORD.md","601","32723227B733815269627D9DC882B31E6E4AD9593D5FE8EAA5DB37FBE402C5CF","32723227B733815269627D9DC882B31E6E4AD9593D5FE8EAA5DB37FBE402C5CF","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5496633-05:00"
"deployment-activation\deployment-records\DEPLOYMENT_OUTCOME_ARCHIVE.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\deployment-records\DEPLOYMENT_OUTCOME_ARCHIVE.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\deployment-records\DEPLOYMENT_OUTCOME_ARCHIVE.md","588","08D2E4B6E55DFF84BBD1EC741BFF41934F2BDC466890A6AB35E1FD608FBC597C","08D2E4B6E55DFF84BBD1EC741BFF41934F2BDC466890A6AB35E1FD608FBC597C","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5536699-05:00"
"deployment-activation\deployment-records\IMPLEMENTATION_TRACKING_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\deployment-records\IMPLEMENTATION_TRACKING_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\deployment-records\IMPLEMENTATION_TRACKING_MODEL.md","611","45AF4063085934CA653045FF8C7A042922C2028D6D5C9658C5895BD5A41BADE9","45AF4063085934CA653045FF8C7A042922C2028D6D5C9658C5895BD5A41BADE9","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5618446-05:00"
"deployment-activation\domain-validation\DOMAIN_VALIDATION_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\domain-validation\DOMAIN_VALIDATION_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\domain-validation\DOMAIN_VALIDATION_MODEL.md","941","10F9D41CB087ADF305B3A4AAE9ACE049B2A1DE71086D2A708248C7BD6E889C0C","10F9D41CB087ADF305B3A4AAE9ACE049B2A1DE71086D2A708248C7BD6E889C0C","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5648401-05:00"
"deployment-activation\domain-validation\FIELD_VALIDATION_RECORD.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\domain-validation\FIELD_VALIDATION_RECORD.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\domain-validation\FIELD_VALIDATION_RECORD.md","608","FB275BD56EFE699485BFF46BCFEA2F90DA58A5E48E3D95DF7ACD9C1DC9A09104","FB275BD56EFE699485BFF46BCFEA2F90DA58A5E48E3D95DF7ACD9C1DC9A09104","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5648401-05:00"
"deployment-activation\domain-validation\USE_CASE_VALIDATION_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\domain-validation\USE_CASE_VALIDATION_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\domain-validation\USE_CASE_VALIDATION_MODEL.md","630","BDE99062EB186286A9A241E20A3B4E11211475977F401184ADF234244BEE451B","BDE99062EB186286A9A241E20A3B4E11211475977F401184ADF234244BEE451B","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5790059-05:00"
"deployment-activation\implementation-pathways\IMPLEMENTATION_PATHWAY_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\implementation-pathways\IMPLEMENTATION_PATHWAY_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\implementation-pathways\IMPLEMENTATION_PATHWAY_MODEL.md","699","7B24A00B6ED44C01F105D621AEB4E9F2223E73EB1591B581A34E54D225524CDC","7B24A00B6ED44C01F105D621AEB4E9F2223E73EB1591B581A34E54D225524CDC","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5858933-05:00"
"deployment-activation\implementation-pathways\INTEGRATION_EXECUTION_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\implementation-pathways\INTEGRATION_EXECUTION_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\implementation-pathways\INTEGRATION_EXECUTION_MODEL.md","676","C241B47988D1BC73792C5A0A58B471C3DCF82AF12A191EFDA315AF6907360A43","C241B47988D1BC73792C5A0A58B471C3DCF82AF12A191EFDA315AF6907360A43","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5929807-05:00"
"deployment-activation\implementation-pathways\SYSTEM_ADOPTION_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\implementation-pathways\SYSTEM_ADOPTION_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\implementation-pathways\SYSTEM_ADOPTION_MODEL.md","593","C8064EFC0801A28367F31111E738606A2EE132905A73D757622B794093B39988","C8064EFC0801A28367F31111E738606A2EE132905A73D757622B794093B39988","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.5929807-05:00"
"deployment-activation\operational-deployment\DEPLOYMENT_GOVERNANCE_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\operational-deployment\DEPLOYMENT_GOVERNANCE_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\operational-deployment\DEPLOYMENT_GOVERNANCE_MODEL.md","634","60FDFB1E9C9CF435B746B5CF8FC30DC5105E226E4AB1055554BF052A413E41D4","60FDFB1E9C9CF435B746B5CF8FC30DC5105E226E4AB1055554BF052A413E41D4","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.6035116-05:00"
"deployment-activation\operational-deployment\DEPLOYMENT_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\operational-deployment\DEPLOYMENT_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\operational-deployment\DEPLOYMENT_MODEL.md","828","A8A79B55BCB351CF10F023FDE48783C90156C7686402BCC641541081CE1C42D0","A8A79B55BCB351CF10F023FDE48783C90156C7686402BCC641541081CE1C42D0","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.6100598-05:00"
"deployment-activation\operational-deployment\OPERATIONAL_READINESS_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\operational-deployment\OPERATIONAL_READINESS_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\operational-deployment\OPERATIONAL_READINESS_MODEL.md","637","CB275AC1BED10EF31CDC06E83CA1A7C406B0245702EB19A8554578BF68F61EDA","CB275AC1BED10EF31CDC06E83CA1A7C406B0245702EB19A8554578BF68F61EDA","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.6170597-05:00"
"deployment-activation\pilot-programs\PILOT_EVALUATION_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\pilot-programs\PILOT_EVALUATION_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\pilot-programs\PILOT_EVALUATION_MODEL.md","798","F46CBA61FC2C077961F4E34A8068BBFAC3A8DC6A61B1BB6050DEFE3A8CEFF060","F46CBA61FC2C077961F4E34A8068BBFAC3A8DC6A61B1BB6050DEFE3A8CEFF060","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.6241436-05:00"
"deployment-activation\pilot-programs\PILOT_PROGRAM_FRAMEWORK.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\pilot-programs\PILOT_PROGRAM_FRAMEWORK.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\pilot-programs\PILOT_PROGRAM_FRAMEWORK.md","672","4F40512006713CF18B90637638050C1A6989CA2DD466BC821F8F41AD2977FA26","4F40512006713CF18B90637638050C1A6989CA2DD466BC821F8F41AD2977FA26","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.6318734-05:00"
"deployment-activation\pilot-programs\PILOT_SELECTION_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\deployment-activation\pilot-programs\PILOT_SELECTION_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\deployment-activation\pilot-programs\PILOT_SELECTION_MODEL.md","610","71B3A53BAA3ECA4660696EB33FAA56753AE1FDFB3DDD22413B62566C13397F97","71B3A53BAA3ECA4660696EB33FAA56753AE1FDFB3DDD22413B62566C13397F97","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.6368704-05:00"
"domain-ecosystems\aviation-aerospace\AEROSPACE_SYSTEM_VALIDATION.md","DOCUMENTATION","C:\Users\18177\morning-star\domain-ecosystems\aviation-aerospace\AEROSPACE_SYSTEM_VALIDATION.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\domain-ecosystems\aviation-aerospace\AEROSPACE_SYSTEM_VALIDATION.md","637","F672D503319F622FEC38655E5496B12B4E1272D5276A635D51AF1ECB5226B521","F672D503319F622FEC38655E5496B12B4E1272D5276A635D51AF1ECB5226B521","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.6440260-05:00"
"domain-ecosystems\aviation-aerospace\AUTONOMOUS_FLIGHT_ASSURANCE.md","DOCUMENTATION","C:\Users\18177\morning-star\domain-ecosystems\aviation-aerospace\AUTONOMOUS_FLIGHT_ASSURANCE.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\domain-ecosystems\aviation-aerospace\AUTONOMOUS_FLIGHT_ASSURANCE.md","734","5BF5A289A9CD04058BE580850A4EE6E3EF0032D2D6A4CFCA63F04B8E34A55BF0","5BF5A289A9CD04058BE580850A4EE6E3EF0032D2D6A4CFCA63F04B8E34A55BF0","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.6504560-05:00"
"domain-ecosystems\aviation-aerospace\AVIATION_DEPLOYMENT_FRAMEWORK.md","DOCUMENTATION","C:\Users\18177\morning-star\domain-ecosystems\aviation-aerospace\AVIATION_DEPLOYMENT_FRAMEWORK.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\domain-ecosystems\aviation-aerospace\AVIATION_DEPLOYMENT_FRAMEWORK.md","503","939A02EC8957F2AFE046B6A944AFAED4D1003A409A07FC0CC339B38E2309C63F","939A02EC8957F2AFE046B6A944AFAED4D1003A409A07FC0CC339B38E2309C63F","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.6554555-05:00"
"domain-ecosystems\aviation-aerospace\SAFETY_GOVERNANCE_MODEL.md","DOCUMENTATION","C:\Users\18177\morning-star\domain-ecosystems\aviation-aerospace\SAFETY_GOVERNANCE_MODEL.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\domain-ecosystems\aviation-aerospace\SAFETY_GOVERNANCE_MODEL.md","530","ABF61478B6EAC35FB75A6ECB17190D6EC3269B308C7F4327754A20A6E5055CDF","ABF61478B6EAC35FB75A6ECB17190D6EC3269B308C7F4327754A20A6E5055CDF","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.6621369-05:00"
"domain-ecosystems\defense-security\AUTONOMOUS_SYSTEM_ASSURANCE.md","DOCUMENTATION","C:\Users\18177\morning-star\domain-ecosystems\defense-security\AUTONOMOUS_SYSTEM_ASSURANCE.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\domain-ecosystems\defense-security\AUTONOMOUS_SYSTEM_ASSURANCE.md","682","77D20C392BEBCA2C1695E42F28D259058C2162C9395912EE9828C11A68510583","77D20C392BEBCA2C1695E42F28D259058C2162C9395912EE9828C11A68510583","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.6682934-05:00"
"domain-ecosystems\defense-security\DEFENSE_DEPLOYMENT_FRAMEWORK.md","DOCUMENTATION","C:\Users\18177\morning-star\domain-ecosystems\defense-security\DEFENSE_DEPLOYMENT_FRAMEWORK.md","C:\Users\18177\morning-star\release\staging\morning-star-release-candidate\documentation\domain-ecosystems\defense-security\DEFENSE_DEPLOYMENT_FRAMEWORK.md","542","D3077556D3D255A8ACEE937000C1624E69B454B007FDC12CA3671D010CD3CDF5","D3077556D3D255A8ACEE937000C1624E69B454B007FDC12CA3671D010CD3CDF5","True","COPIED_AND_VERIFIED","2026-07-25T04:10:14.6743053-05:00"
